index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend
36,2011-01-01,2011-01-01,2,Mining,2037355.63,2011,1,1996826.5702267156,1814348.3891666664
37,2011-02-01,2011-02-01,2,Mining,1933825.4,2011,2,1973838.037466299,1847846.17625
38,2011-03-01,2011-03-01,2,Mining,1957186.94,2011,3,1958612.1524923407,1886693.9749999999
39,2011-04-01,2011-04-01,2,Mining,1956545.04,2011,4,1959628.9974142157,1925852.0333333334
40,2011-05-01,2011-05-01,2,Mining,1966601.25,2011,5,1976114.6249402573,1965324.0599999998
41,2011-06-01,2011-06-01,2,Mining,1911731.76,2011,6,1984559.4098881742,1990947.5933333335
42,2011-07-01,2011-07-01,2,Mining,1938933.06,2011,7,1933262.455413603,1980121.7341666664
43,2011-08-01,2011-08-01,2,Mining,1989957.55,2011,8,2007919.9197763482,1952183.6320833329
44,2011-09-01,2011-09-01,2,Mining,2099672.36,2011,9,2035136.589384191,1926306.7041666661
45,2011-10-01,2011-10-01,2,Mining,1978730.43,2011,10,2007280.6724402574,1901427.2895833333
46,2011-11-01,2011-11-01,2,Mining,2030387.92,2011,11,2066556.117466299,1878624.6937499999
47,2011-12-01,2011-12-01,2,Mining,2147445.3,2011,12,2048637.0930912988,1857835.4770833328
48,2012-01-01,2012-01-01,2,Mining,1663531.97,2012,1,1623002.9102267157,1859026.1370833332
49,2012-02-01,2012-02-01,2,Mining,1637134.61,2012,2,1677147.2474662992,1876957.1383333332
50,2012-03-01,2012-03-01,2,Mining,1632831.46,2012,3,1634256.6724923407,1891822.1299999997
51,2012-04-01,2012-04-01,2,Mining,1683794.57,2012,4,1686878.5274142157,1907431.7925
52,2012-05-01,2012-05-01,2,Mining,1692089.42,2012,5,1701602.7949402572,1905567.7466666666
53,2012-06-01,2012-06-01,2,Mining,1687302.39,2012,6,1760130.039888174,1884315.0066666664
54,2012-07-01,2012-07-01,2,Mining,2191938.27,2012,7,2186267.665413603,1900205.44625
55,2012-08-01,2012-08-01,2,Mining,2167296.37,2012,8,2185258.739776348,1950743.4662499998
56,2012-09-01,2012-09-01,2,Mining,2279093.34,2012,9,2214557.569384191,2000403.6549999998
57,2012-10-01,2012-10-01,2,Mining,2173941.35,2012,10,2202491.5924402573,2050695.5029166667
58,2012-11-01,2012-11-01,2,Mining,1790439.9,2012,11,1826608.097466299,2098670.385
59,2012-12-01,2012-12-01,2,Mining,1877327.56,2012,12,1778519.353091299,2145143.310416667
60,2013-01-01,2013-01-01,2,Mining,2315020.26,2013,1,2274491.2002267158,2170369.1641666666
61,2013-02-01,2013-02-01,2,Mining,2198558.8,2013,2,2238571.4374662987,2175904.648333333
62,2013-03-01,2013-03-01,2,Mining,2263251.8,2013,3,2264677.0124923405,2162765.772916666
63,2013-04-01,2013-04-01,2,Mining,2260378.58,2013,4,2263462.5374142155,2133611.9349999996
64,2013-05-01,2013-05-01,2,Mining,2266902.58,2013,5,2276415.9549402576,2124139.239583333
65,2013-06-01,2013-06-01,2,Mining,2227839.44,2013,6,2300667.089888174,2129567.075833333
66,2013-07-01,2013-07-01,2,Mining,2256821.71,2013,7,2251151.105413603,2112923.7954166667
67,2013-08-01,2013-08-01,2,Mining,2235264.55,2013,8,2253226.919776348,2080303.6491666667
68,2013-09-01,2013-09-01,2,Mining,1895792.15,2013,9,1831256.379384191,2050127.36875
69,2013-10-01,2013-10-01,2,Mining,1857550.43,2013,10,1886100.6724402574,2018426.77
70,2013-11-01,2013-11-01,2,Mining,1879486.13,2013,11,1915654.327466299,1986614.20375
71,2013-12-01,2013-12-01,2,Mining,1918549.4,2013,12,1819741.193091299,1955375.9479166665
72,2014-01-01,2014-01-01,2,Mining,1874359.69,2014,1,1833830.6302267157,1924428.9858333336
73,2014-02-01,2014-02-01,2,Mining,1856335.86,2014,2,1896348.4974662992,1892423.3333333335
74,2014-03-01,2014-03-01,2,Mining,1881244.01,2014,3,1882669.2224923407,1878116.5675
75,2014-04-01,2014-04-01,2,Mining,1881572.0,2014,4,1884655.9574142157,1879161.9362499998
76,2014-05-01,2014-05-01,2,Mining,1882207.57,2014,5,1891720.9449402574,1878846.7587499998
77,2014-06-01,2014-06-01,2,Mining,1862816.31,2014,6,1935643.9598881742,1881499.3112499998
78,2014-07-01,2014-07-01,2,Mining,1879117.75,2014,7,1873447.145413603,1884800.0375
79,2014-08-01,2014-08-01,2,Mining,1844832.85,2014,8,1862795.2197763482,1886550.1587500002
80,2014-09-01,2014-09-01,2,Mining,1942861.47,2014,9,1878325.699384191,1888060.4066666667
81,2014-10-01,2014-10-01,2,Mining,1835569.96,2014,10,1864120.2024402574,1889242.9266666668
82,2014-11-01,2014-11-01,2,Mining,1893902.34,2014,11,1930070.5374662993,1890694.3112500003
83,2014-12-01,2014-12-01,2,Mining,1967794.45,2014,12,1868986.243091299,1892646.6129166665
84,2015-01-01,2015-01-01,2,Mining,1904332.07,2015,1,1863803.0102267158,1895204.6204166666
85,2015-02-01,2015-02-01,2,Mining,1868366.39,2015,2,1908379.027466299,1898708.8983333332
86,2015-03-01,2015-03-01,2,Mining,1905459.43,2015,3,1906884.6424923406,1902671.2374999998
87,2015-04-01,2015-04-01,2,Mining,1885737.06,2015,4,1888821.0174142157,1908055.2716666665
88,2015-05-01,2015-05-01,2,Mining,1912875.74,2015,5,1922389.1149402573,1914592.508333333
89,2015-06-01,2015-06-01,2,Mining,1879003.38,2015,6,1951831.029888174,1921700.2091666663
90,2015-07-01,2015-07-01,2,Mining,1924322.86,2015,7,1918652.255413603,1928033.4116666664
91,2015-08-01,2015-08-01,2,Mining,1883730.41,2015,8,1901692.779776348,1932611.9962499999
92,2015-09-01,2015-09-01,2,Mining,1999060.05,2015,9,1934524.2793841911,1937614.2804166668
93,2015-10-01,2015-10-01,2,Mining,1908588.2,2015,10,1937138.4424402574,1944498.20375
94,2015-11-01,2015-11-01,2,Mining,1977777.78,2015,11,2013945.9774662992,1950077.9049999998
95,2015-12-01,2015-12-01,2,Mining,2054503.83,2015,12,1955695.623091299,1954947.365833333
96,2016-01-01,2016-01-01,2,Mining,1969619.55,2016,1,1929090.4902267158,1960802.0412499998
97,2016-02-01,2016-02-01,2,Mining,1912964.94,2016,2,1952977.577466299,1966212.38375
98,2016-03-01,2016-03-01,2,Mining,1980915.7,2016,3,1982340.9124923407,1972756.0470833331
99,2016-04-01,2016-04-01,2,Mining,1975494.95,2016,4,1978578.9074142156,1980949.888333333
100,2016-05-01,2016-05-01,2,Mining,1957030.68,2016,5,1966544.0549402572,1986325.9179166665
101,2016-06-01,2016-06-01,2,Mining,1951715.5,2016,6,2024543.1498881741,1989397.7470833333
102,2016-07-01,2016-07-01,2,Mining,1992122.95,2016,7,1986452.345413603,1990120.36375
103,2016-08-01,2016-08-01,2,Mining,1945778.54,2016,8,1963740.9097763482,1989593.6895833332
104,2016-09-01,2016-09-01,2,Mining,2094059.84,2016,9,2029524.0693841912,1988556.0258333331
105,2016-10-01,2016-10-01,2,Mining,2010240.6,2016,10,2038790.8424402575,1988881.1308333331
106,2016-11-01,2016-11-01,2,Mining,2005150.09,2016,11,2041318.2874662993,1993319.5854166665
107,2016-12-01,2016-12-01,2,Mining,2100855.42,2016,12,2002047.213091299,1998207.0875
108,2017-01-01,2017-01-01,2,Mining,1940610.76,2017,1,1900081.7002267158,1999683.05625
109,2017-02-01,2017-02-01,2,Mining,1929333.55,2017,2,1969346.1874662992,2001707.0254166664
110,2017-03-01,2017-03-01,2,Mining,1939643.16,2017,3,1941068.3724923406,2005941.5483333329
111,2017-04-01,2017-04-01,2,Mining,2024570.01,2017,4,2027653.9674142157,2008324.8754166665
112,2017-05-01,2017-05-01,2,Mining,2014478.53,2017,5,2023991.9049402573,2011858.2599999995
113,2017-06-01,2017-06-01,2,Mining,2011567.7,2017,6,2084395.349888174,2015982.8345833335
114,2017-07-01,2017-07-01,2,Mining,1967694.0,2017,7,1962023.395413603,2022660.06125
115,2017-08-01,2017-08-01,2,Mining,2018782.75,2017,8,2036745.1197763481,2032170.5279166666
116,2017-09-01,2017-09-01,2,Mining,2122684.18,2017,9,2058148.4093841913,2044785.68625
117,2017-10-01,2017-10-01,2,Mining,2038816.11,2017,10,2067366.3524402576,2054817.5483333333
118,2017-11-01,2017-11-01,2,Mining,2061375.81,2017,11,2097544.007466299,2061009.7129166669
119,2017-12-01,2017-12-01,2,Mining,2143619.49,2017,12,2044811.2830912992,2065911.064166667
120,2018-01-01,2018-01-01,2,Mining,2058100.13,2018,1,2017571.0702267156,2072520.3308333333
121,2018-02-01,2018-02-01,2,Mining,2040095.38,2018,2,2080108.017466299,2080182.2937500002
122,2018-03-01,2018-03-01,2,Mining,2131645.13,2018,3,2133070.3424923406,2086326.3833333335
123,2018-04-01,2018-04-01,2,Mining,2073332.73,2018,4,2076416.6874142156,2092665.2491666665
124,2018-05-01,2018-05-01,2,Mining,2114327.76,2018,5,2123841.1349402573,2100908.002083333
125,2018-06-01,2018-06-01,2,Mining,2029350.9,2018,6,2102178.549888174,2134082.4
126,2018-07-01,2018-07-01,2,Mining,2108533.2,2018,7,2102862.5954136034,2190809.2308333335
127,2018-08-01,2018-08-01,2,Mining,2061830.66,2018,8,2079793.029776348,2241953.7837499995
128,2018-09-01,2018-09-01,2,Mining,2227094.42,2018,9,2162558.6493841913,2285180.125
129,2018-10-01,2018-10-01,2,Mining,2086538.65,2018,10,2115088.892440257,2329824.868333333
130,2018-11-01,2018-11-01,2,Mining,2211479.34,2018,11,2247647.537466299,2371876.118333333
131,2018-12-01,2018-12-01,2,Mining,2789701.51,2018,12,2690893.303091299,2393456.0374999996
132,2019-01-01,2019-01-01,2,Mining,2773462.05,2019,1,2732932.990226716,2412353.115833333
133,2019-02-01,2019-02-01,2,Mining,2552202.73,2019,2,2592215.367466299,2451492.895416666
134,2019-03-01,2019-03-01,2,Mining,2656969.97,2019,3,2658395.182492341,2495727.3291666666
135,2019-04-01,2019-04-01,2,Mining,2619481.73,2019,4,2622565.6874142154,2535395.30875
136,2019-05-01,2019-05-01,2,Mining,2577408.76,2019,5,2586922.1349402573,2569435.3741666665
137,2019-06-01,2019-06-01,2,Mining,2084187.96,2019,6,2157015.609888174,2583265.1554166665
138,2019-07-01,2019-07-01,2,Mining,2507226.02,2019,7,2501555.415413603,2580536.89875
139,2019-08-01,2019-08-01,2,Mining,2602492.55,2019,8,2620454.919776348,2582657.98375
140,2019-09-01,2019-09-01,2,Mining,2748058.94,2019,9,2683523.1693841913,2586426.545416666
141,2019-10-01,2019-10-01,2,Mining,2517605.64,2019,10,2546155.8824402574,2589655.984583333
142,2019-11-01,2019-11-01,2,Mining,2597373.92,2019,11,2633542.117466299,2594530.537083333
143,2019-12-01,2019-12-01,2,Mining,2735721.68,2019,12,2636913.473091299,2618046.3129166663
144,2020-01-01,2020-01-01,2,Mining,2761963.72,2020,1,2721434.660226716,2642854.0095833335
145,2020-02-01,2020-02-01,2,Mining,2614607.1,2020,2,2654619.737466299,2648887.2808333333
146,2020-03-01,2020-03-01,2,Mining,2685011.08,2020,3,2686436.292492341,2651504.0795833333
147,2020-04-01,2020-04-01,2,Mining,2668947.16,2020,4,2672031.1174142156,2654927.910416666
148,2020-05-01,2020-05-01,2,Mining,2644932.59,2020,5,2654445.9649402574,2660771.5133333327
149,2020-06-01,2020-06-01,2,Mining,2581042.75,2020,6,2653870.399888174,2666278.4325
150,2020-07-01,2020-07-01,2,Mining,2605755.95,2020,7,2600085.3454136034,2669209.3049999997
151,2020-08-01,2020-08-01,2,Mining,2648761.13,2020,8,2666723.499776348,2668524.5475000003
152,2020-09-01,2020-09-01,2,Mining,2764593.53,2020,9,2700057.759384191,2666783.9991666665
153,2020-10-01,2020-10-01,2,Mining,2583242.99,2020,10,2611793.2324402574,2665805.36125
154,2020-11-01,2020-11-01,2,Mining,2671983.04,2020,11,2708151.237466299,2663200.837083333
155,2020-12-01,2020-12-01,2,Mining,2793278.62,2020,12,2694470.413091299,2662003.080833333
156,2021-01-01,2021-01-01,2,Mining,2774747.72,2021,1,2734218.660226716,2662810.8662500004
157,2021-02-01,2021-02-01,2,Mining,2585388.92,2021,2,2625401.557466299,2663858.5895833336
158,2021-03-01,2021-03-01,2,Mining,2672456.1,2021,3,2673881.312492341,2663895.254166667
159,2021-04-01,2021-04-01,2,Mining,2658014.83,2021,4,2661098.7874142155,2663772.31125
160,2021-05-01,2021-05-01,2,Mining,2593356.34,2021,5,2602869.7149402574,2661163.4783333335
161,2021-06-01,2021-06-01,2,Mining,2603872.85,2021,6,2676700.4998881742,2658116.3045833334
162,2021-07-01,2021-07-01,2,Mining,2602312.7,2021,7,2596642.0954136034,2659966.52125
163,2021-08-01,2021-08-01,2,Mining,2677349.74,2021,8,2695312.1097763483,2659281.8866666667
164,2021-09-01,2021-09-01,2,Mining,2736884.87,2021,9,2672349.0993841914,2655401.555
165,2021-10-01,2021-10-01,2,Mining,2608001.02,2021,10,2636551.2624402572,2652025.8712500003
166,2021-11-01,2021-11-01,2,Mining,2584613.02,2021,11,2620781.217466299,2650572.785
167,2021-12-01,2021-12-01,2,Mining,2807516.47,2021,12,2708708.263091299,2647665.153333334
168,2022-01-01,2022-01-01,2,Mining,2804915.07,2022,1,2764386.010226716,2643615.24625
169,2022-02-01,2022-02-01,2,Mining,2538790.34,2022,2,2578802.9774662987,2637880.0725
170,2022-03-01,2022-03-01,2,Mining,2625926.72,2022,3,2627351.932492341,2634502.817083333
171,2022-04-01,2022-04-01,2,Mining,2623527.8,2022,4,2626611.7574142152,2637701.3695833334
172,2022-05-01,2022-05-01,2,Mining,2592969.3,2022,5,2602482.6749402573,2643981.3229166665
173,2022-06-01,2022-06-01,2,Mining,2534476.73,2022,6,2607304.379888174,2629144.4008333334
174,2022-07-01,2022-07-01,2,Mining,2574511.05,2022,7,2568840.445413603,2585151.153333333
175,2022-08-01,2022-08-01,2,Mining,2567507.22,2022,8,2585469.5897763483,2546203.180833333
176,2022-09-01,2022-09-01,2,Mining,2765673.26,2022,9,2701137.489384191,2515644.83875
177,2022-10-01,2022-10-01,2,Mining,2655977.89,2022,10,2684528.1324402574,2482196.7670833333
178,2022-11-01,2022-11-01,2,Mining,2687355.03,2022,11,2723523.2274662987,2450290.947916667
179,2022-12-01,2022-12-01,2,Mining,2348688.33,2022,12,2249880.123091299,2423331.5212499998
180,2023-01-01,2023-01-01,2,Mining,2207905.27,2023,1,2167376.210226716,2397206.3150000004
181,2023-02-01,2023-02-01,2,Mining,2201048.8,2023,2,2241061.4374662987,2369761.66875
182,2023-03-01,2023-03-01,2,Mining,2230268.05,2023,3,2231693.2624923405,2339616.5220833337
183,2023-04-01,2023-04-01,2,Mining,2216432.75,2023,4,2219516.7074142154,2304522.2270833333
184,2023-05-01,2023-05-01,2,Mining,2234324.69,2023,5,2243838.0649402575,2266869.055833333
185,2023-06-01,2023-06-01,2,Mining,2246095.1,2023,6,2318922.7498881742,2249650.1770833335
186,2023-07-01,2023-07-01,2,Mining,2235887.73,2023,7,2230217.125413603,2253462.7233333336
187,2023-08-01,2023-08-01,2,Mining,2247459.03,2023,8,2265421.399776348,2256526.6466666665
188,2023-09-01,2023-09-01,2,Mining,2362237.93,2023,9,2297702.1593841915,2260051.9479166665
189,2023-10-01,2023-10-01,2,Mining,2217150.14,2023,10,2245700.3824402574,2263455.399583333
190,2023-11-01,2023-11-01,2,Mining,2222506.67,2023,11,2258674.867466299,2267078.4891666663
191,2023-12-01,2023-12-01,2,Mining,2400283.6,2023,12,2301475.393091299,2270224.2470833333
192,2024-01-01,2024-01-01,2,Mining,2247811.11,2024,1,2207282.050226716,2273962.807083333
193,2024-02-01,2024-02-01,2,Mining,2234677.12,2024,2,2274689.757466299,2277133.692083333
194,2024-03-01,2024-03-01,2,Mining,2281246.96,2024,3,2282672.1724923407,2280037.463333333
195,2024-04-01,2024-04-01,2,Mining,2247136.68,2024,4,2250220.6374142156,2286830.084583333
196,2024-05-01,2024-05-01,2,Mining,2290574.91,2024,5,2300088.2849402577,2296833.3312500003
197,2024-06-01,2024-06-01,2,Mining,2265343.07,2024,6,2338170.719888174,2330690.3354166667
198,2024-07-01,2024-07-01,2,Mining,2306365.2,2024,7,2300694.5954136034,2395210.7466666666
199,2024-08-01,2024-08-01,2,Mining,2253082.8,2024,8,2271045.169776348,2458214.91125
200,2024-09-01,2024-09-01,2,Mining,2426304.67,2024,9,2361768.8993841913,2514907.9204166667
201,2024-10-01,2024-10-01,2,Mining,2316106.31,2024,10,2344656.5524402573,
202,2024-11-01,2024-11-01,2,Mining,2363628.42,2024,11,2399796.617466299,
203,2024-12-01,2024-12-01,2,Mining,3071729.95,2024,12,2972921.743091299,
204,2025-01-01,2025-01-01,2,Mining,3124854.63,2025,1,3084325.570226716,
205,2025-02-01,2025-02-01,2,Mining,2869733.55,2025,2,2909746.1874662987,
206,2025-03-01,2025-03-01,2,Mining,3006822.75,2025,3,3008247.9624923407,
0,2008-01-01,2008-01-01,3,Manufacturing,786750.03,2008,1,760876.5253815615,
1,2008-02-01,2008-02-01,3,Manufacturing,837390.85,2008,2,841415.0555898948,
2,2008-03-01,2008-03-01,3,Manufacturing,822572.35,2008,3,833080.3764232281,
3,2008-04-01,2008-04-01,3,Manufacturing,831703.11,2008,4,845135.5614232281,
4,2008-05-01,2008-05-01,3,Manufacturing,818887.17,2008,5,843934.4250690615,
5,2008-06-01,2008-06-01,3,Manufacturing,806584.38,2008,6,840891.8287148948,
6,2008-07-01,2008-07-01,3,Manufacturing,802265.67,2008,7,811038.4858533753,796316.77625
7,2008-08-01,2008-08-01,3,Manufacturing,742257.95,2008,8,756046.8753876889,792849.0170833333
8,2008-09-01,2008-09-01,3,Manufacturing,784317.02,2008,9,738049.2859759242,787323.8674999998
9,2008-10-01,2008-10-01,3,Manufacturing,763835.7,2008,10,789601.8197305198,782108.2733333331
10,2008-11-01,2008-11-01,3,Manufacturing,735956.3,2008,11,758192.6722565616,776887.2654166665
11,2008-12-01,2008-12-01,3,Manufacturing,828427.68,2008,12,742685.2981940615,772267.0166666666
12,2009-01-01,2009-01-01,3,Manufacturing,776456.24,2009,1,750582.7353815614,768614.5116666666
13,2009-02-01,2009-02-01,3,Manufacturing,764458.42,2009,2,768482.6255898948,768366.9095833334
14,2009-03-01,2009-03-01,3,Manufacturing,762901.19,2009,3,773409.2164232282,770940.1041666667
15,2009-04-01,2009-04-01,3,Manufacturing,766200.01,2009,4,779632.4614232281,772521.93125
16,2009-05-01,2009-05-01,3,Manufacturing,759086.08,2009,5,784133.3350690614,774540.7783333334
17,2009-06-01,2009-06-01,3,Manufacturing,755499.5,2009,6,789806.9487148948,777940.74
18,2009-07-01,2009-07-01,3,Manufacturing,765690.43,2009,7,774463.2458533753,781721.9070833334
19,2009-08-01,2009-08-01,3,Manufacturing,772890.74,2009,8,786679.6653876889,785565.9254166665
20,2009-09-01,2009-09-01,3,Manufacturing,815440.9,2009,9,769173.1659759242,789323.1666666667
21,2009-10-01,2009-10-01,3,Manufacturing,770675.67,2009,10,796441.7897305199,793387.1679166666
22,2009-11-01,2009-11-01,3,Manufacturing,777568.66,2009,11,799805.0322565616,797176.3283333333
23,2009-12-01,2009-12-01,3,Manufacturing,868414.4,2009,12,782672.0181940615,800880.7737499999
24,2010-01-01,2010-01-01,3,Manufacturing,827217.53,2010,1,801344.0253815615,804529.145
25,2010-02-01,2010-02-01,3,Manufacturing,805953.57,2010,2,809977.7755898947,807993.6233333332
26,2010-03-01,2010-03-01,3,Manufacturing,811579.83,2010,3,822087.856423228,812228.6520833332
27,2010-04-01,2010-04-01,3,Manufacturing,815057.4,2010,4,828489.8514232282,816925.6187499999
28,2010-05-01,2010-05-01,3,Manufacturing,801168.54,2010,5,826215.7950690615,821341.0562499999
29,2010-06-01,2010-06-01,3,Manufacturing,802323.73,2010,6,836631.1787148948,829357.13625
30,2010-07-01,2010-07-01,3,Manufacturing,806427.11,2010,7,815199.9258533752,839959.1937499999
31,2010-08-01,2010-08-01,3,Manufacturing,815301.54,2010,8,829090.465387689,849325.2179166666
32,2010-09-01,2010-09-01,3,Manufacturing,874670.79,2010,9,828403.0559759242,858687.2354166666
