Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage
2024-06-01,9,Real estate and housing services,1286105.82
2024-06-01,10,Business services,1172706.05
2024-06-01,11,Personal services,1174149.63
2024-06-01,12,Public administration,944447.63
2024-07-01,1,"Agriculture, forestry and fishing",1016383.8
2024-07-01,2,Mining,2306365.2
2024-07-01,3,Manufacturing,1292130.21
2024-07-01,4,"Electricity, gas, water and waste management",1481015.33
2024-07-01,5,Construction,1171270.88
2024-07-01,6,"Wholesale and retail trade, accommodation and food services",1110228.82
2024-07-01,7,"Transport, communications and information services",1330528.64
2024-07-01,8,Financial intermediation,1873413.88
2024-07-01,9,Real estate and housing services,1308857.03
2024-07-01,10,Business services,1211160.05
2024-07-01,11,Personal services,1192200.43
2024-07-01,12,Public administration,953677.09
2024-08-01,1,"Agriculture, forestry and fishing",1015081.01
2024-08-01,2,Mining,2253082.8
2024-08-01,3,Manufacturing,1283947.33
2024-08-01,4,"Electricity, gas, water and waste management",1473928.76
2024-08-01,5,Construction,1163284.0
2024-08-01,6,"Wholesale and retail trade, accommodation and food services",1109338.14
2024-08-01,7,"Transport, communications and information services",1319303.43
2024-08-01,8,Financial intermediation,1874307.12
2024-08-01,9,Real estate and housing services,1310745.0
2024-08-01,10,Business services,1212478.85
2024-08-01,11,Personal services,1186279.14
2024-08-01,12,Public administration,946965.78
2024-09-01,1,"Agriculture, forestry and fishing",1071094.58
2024-09-01,2,Mining,2426304.67
2024-09-01,3,Manufacturing,1366292.36
2024-09-01,4,"Electricity, gas, water and waste management",1558286.04
2024-09-01,5,Construction,1203966.84
2024-09-01,6,"Wholesale and retail trade, accommodation and food services",1157167.51
2024-09-01,7,"Transport, communications and information services",1371283.34
2024-09-01,8,Financial intermediation,1973170.54
2024-09-01,9,Real estate and housing services,1371277.99
2024-09-01,10,Business services,1252328.74
2024-09-01,11,Personal services,1237880.11
2024-09-01,12,Public administration,964790.63
2024-10-01,1,"Agriculture, forestry and fishing",1013096.42
2024-10-01,2,Mining,2316106.31
2024-10-01,3,Manufacturing,1277937.24
2024-10-01,4,"Electricity, gas, water and waste management",1474058.45
2024-10-01,5,Construction,1160753.17
2024-10-01,6,"Wholesale and retail trade, accommodation and food services",1108048.07
2024-10-01,7,"Transport, communications and information services",1322659.55
2024-10-01,8,Financial intermediation,1875725.17
2024-10-01,9,Real estate and housing services,1300669.32
2024-10-01,10,Business services,1204861.51
2024-10-01,11,Personal services,1181207.99
2024-10-01,12,Public administration,949022.31
2024-11-01,1,"Agriculture, forestry and fishing",1025406.4
2024-11-01,2,Mining,2363628.42
2024-11-01,3,Manufacturing,1291392.64
2024-11-01,4,"Electricity, gas, water and waste management",1487344.81
2024-11-01,5,Construction,1178144.9
2024-11-01,6,"Wholesale and retail trade, accommodation and food services",1118751.94
2024-11-01,7,"Transport, communications and information services",1326377.47
2024-11-01,8,Financial intermediation,1889517.22
2024-11-01,9,Real estate and housing services,1305825.63
2024-11-01,10,Business services,1220725.89
2024-11-01,11,Personal services,1186652.93
2024-11-01,12,Public administration,944262.41
2024-12-01,1,"Agriculture, forestry and fishing",1173853.01
2024-12-01,2,Mining,3071729.95
2024-12-01,3,Manufacturing,1537930.5
2024-12-01,4,"Electricity, gas, water and waste management",1844788.06
2024-12-01,5,Construction,1281372.9
2024-12-01,6,"Wholesale and retail trade, accommodation and food services",1289753.7
2024-12-01,7,"Transport, communications and information services",1542771.32
2024-12-01,8,Financial intermediation,2376953.06
2024-12-01,9,Real estate and housing services,1572970.77
2024-12-01,10,Business services,1373063.93
2024-12-01,11,Personal services,1337756.1
2024-12-01,12,Public administration,991256.91
2025-01-01,1,"Agriculture, forestry and fishing",1090166.7
2025-01-01,2,Mining,3124854.63
2025-01-01,3,Manufacturing,1470440.91
2025-01-01,4,"Electricity, gas, water and waste management",1742561.16
2025-01-01,5,Construction,1242441.06
2025-01-01,6,"Wholesale and retail trade, accommodation and food services",1235016.93
2025-01-01,7,"Transport, communications and information services",1465650.96
2025-01-01,8,Financial intermediation,2277312.67
2025-01-01,9,Real estate and housing services,1509875.94
2025-01-01,10,Business services,1337311.84
2025-01-01,11,Personal services,1288873.54
2025-01-01,12,Public administration,1020771.69
2025-02-01,1,"Agriculture, forestry and fishing",1086135.54
2025-02-01,2,Mining,2869733.55
2025-02-01,3,Manufacturing,1420813.38
2025-02-01,4,"Electricity, gas, water and waste management",1749574.27
2025-02-01,5,Construction,1232945.97
2025-02-01,6,"Wholesale and retail trade, accommodation and food services",1214598.81
2025-02-01,7,"Transport, communications and information services",1461976.46
2025-02-01,8,Financial intermediation,2313057.17
2025-02-01,9,Real estate and housing services,1528952.95
2025-02-01,10,Business services,1329130.15
2025-02-01,11,Personal services,1253170.01
2025-02-01,12,Public administration,997463.77
2025-03-01,1,"Agriculture, forestry and fishing",1093901.98
2025-03-01,2,Mining,3006822.75
2025-03-01,3,Manufacturing,1421747.42
2025-03-01,4,"Electricity, gas, water and waste management",1729279.74
2025-03-01,5,Construction,1232360.29
2025-03-01,6,"Wholesale and retail trade, accommodation and food services",1221805.12
2025-03-01,7,"Transport, communications and information services",1477603.65
2025-03-01,8,Financial intermediation,2318178.59
2025-03-01,9,Real estate and housing services,1525572.91
2025-03-01,10,Business services,1329565.69
2025-03-01,11,Personal services,1292818.96
2025-03-01,12,Public administration,1021302.14
