Wage_Date,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste management",Construction,"Wholesale and retail trade, accommodation and food services","Transport, communications and information services",Financial intermediation,Real estate and housing services,Business services,Personal services,Public administration,"Unemployment from Agriculture, forestry and fishing",Unemployment from Mining,Unemployment from Manufacturing,"Unemployment from Electricity, gas, water and waste management",Unemployment from Construction,"Unemployment from Wholesale and retail trade, accommodation and food services","Unemployment from Transport, communications and information services",Unemployment from Financial intermediation,Unemployment from Real estate and housing services,Unemployment from Business services,Unemployment from Personal services,Unemployment from Public administration,State_From
2008-10-01,26,4,22,0,32,50,41,1574,2,79,33,3,0,0,0,0,0,0,0,2567,0,0,0,0,Unemployment from Financial intermediation
2008-10-01,7,0,3,0,19,11,6,10,159,15,9,0,0,0,0,0,0,0,0,0,611,0,0,0,Unemployment from Real estate and housing services
2008-10-01,77,31,122,10,333,216,104,70,12,2552,196,11,0,0,0,0,0,0,0,0,0,10385,0,0,Unemployment from Business services
2008-10-01,83,3,56,4,192,123,86,42,9,177,1776,11,0,0,0,0,0,0,0,0,0,0,8422,0,Unemployment from Personal services
2008-10-01,5,0,5,0,8,9,9,3,1,12,10,165,0,0,0,0,0,0,0,0,0,0,0,727,Unemployment from Public administration
2008-10-01,685,82,777,55,1275,1775,800,259,87,1217,1179,118,235,11,145,14,446,326,129,58,7,277,316,26,Entry
2008-11-01,27113,1,27,0,85,47,15,27,0,29,27,0,2326,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2008-11-01,1,5919,8,0,23,3,5,29,0,10,5,0,0,1224,0,0,0,0,0,0,0,0,0,0,Mining
2008-11-01,43,8,42775,3,119,67,29,82,2,72,38,7,0,0,3146,0,0,0,0,0,0,0,0,0,Manufacturing
2008-11-01,4,1,1,3047,6,0,1,5,0,10,4,1,0,0,0,226,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2008-11-01,81,19,95,11,49119,63,69,80,19,205,83,18,0,0,0,0,6592,0,0,0,0,0,0,0,Construction
2008-11-01,52,4,96,2,76,71419,81,138,8,108,74,14,0,0,0,0,0,4865,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2008-11-01,14,8,11,4,58,59,37569,94,1,82,39,8,0,0,0,0,0,0,2559,0,0,0,0,0,"Transport, communications and information services"
2008-11-01,30,20,85,6,78,151,93,14671,5,136,162,4,0,0,0,0,0,0,0,2267,0,0,0,0,Financial intermediation
2008-11-01,0,1,4,0,15,3,3,10,3470,6,10,0,0,0,0,0,0,0,0,0,299,0,0,0,Real estate and housing services
2008-11-01,45,15,111,11,262,162,84,121,7,49527,95,14,0,0,0,0,0,0,0,0,0,4348,0,0,Business services
2008-11-01,44,6,62,1,61,109,76,152,10,122,53073,20,0,0,0,0,0,0,0,0,0,0,2924,0,Personal services
2008-11-01,6,2,4,0,11,19,5,4,1,11,13,4300,0,0,0,0,0,0,0,0,0,0,0,257,Public administration
2008-11-01,2944,6,101,3,150,147,41,24,3,76,58,8,10231,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2008-11-01,8,193,8,1,25,12,6,2,0,23,5,1,0,838,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2008-11-01,168,12,1177,4,235,142,58,23,11,133,69,7,0,0,8004,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2008-11-01,13,0,3,42,11,10,2,0,0,9,1,0,0,0,0,354,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2008-11-01,200,39,217,17,3686,158,99,34,12,307,134,25,0,0,0,0,16041,0,0,0,0,0,0,0,Unemployment from Construction
2008-11-01,203,14,175,7,171,2306,114,50,15,264,155,12,0,0,0,0,0,13828,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2008-11-01,60,5,48,4,101,98,1019,27,5,116,66,8,0,0,0,0,0,0,5734,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2008-11-01,23,1,36,1,31,61,38,225,3,64,40,3,0,0,0,0,0,0,0,2755,0,0,0,0,Unemployment from Financial intermediation
2008-11-01,7,0,1,0,17,10,7,5,71,18,8,0,0,0,0,0,0,0,0,0,647,0,0,0,Unemployment from Real estate and housing services
2008-11-01,109,19,129,8,318,207,118,61,12,1682,181,11,0,0,0,0,0,0,0,0,0,11021,0,0,Unemployment from Business services
2008-11-01,76,3,58,5,155,116,80,40,12,181,1494,15,0,0,0,0,0,0,0,0,0,0,9043,0,Unemployment from Personal services
2008-11-01,9,1,7,0,13,10,4,1,1,7,5,118,0,0,0,0,0,0,0,0,0,0,0,790,Unemployment from Public administration
2008-11-01,966,93,800,54,1287,1721,734,240,70,1139,1086,94,272,26,171,10,397,313,115,70,12,250,248,28,Entry
2008-12-01,29033,2,31,3,43,50,21,34,6,70,155,8,2762,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2008-12-01,7,5494,6,1,11,4,3,16,0,11,3,0,0,834,0,0,0,0,0,0,0,0,0,0,Mining
2008-12-01,45,8,41905,2,75,70,37,80,3,67,39,5,0,0,3703,0,0,0,0,0,0,0,0,0,Manufacturing
2008-12-01,0,0,2,3053,8,4,1,2,0,8,1,0,0,0,0,152,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2008-12-01,82,29,85,15,48882,71,46,80,21,176,72,10,0,0,0,0,6542,0,0,0,0,0,0,0,Construction
2008-12-01,56,11,64,2,53,70567,69,116,5,120,103,14,0,0,0,0,0,5917,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2008-12-01,31,8,25,3,50,35,37861,72,3,68,49,5,0,0,0,0,0,0,2137,0,0,0,0,0,"Transport, communications and information services"
2008-12-01,30,21,77,5,76,142,97,14132,12,112,150,2,0,0,0,0,0,0,0,1289,0,0,0,0,Financial intermediation
2008-12-01,7,3,1,0,21,29,2,7,3444,3,3,1,0,0,0,0,0,0,0,0,217,0,0,0,Real estate and housing services
2008-12-01,47,13,67,14,171,127,86,115,10,49804,114,12,0,0,0,0,0,0,0,0,0,3756,0,0,Business services
2008-12-01,41,6,45,2,90,82,53,132,10,104,53533,11,0,0,0,0,0,0,0,0,0,0,2815,0,Personal services
2008-12-01,7,0,3,1,27,10,8,8,0,22,24,4305,0,0,0,0,0,0,0,0,0,0,0,273,Public administration
2008-12-01,2453,2,97,3,108,167,57,15,3,76,54,9,9785,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2008-12-01,16,167,11,0,46,6,5,6,0,19,5,2,0,1805,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2008-12-01,199,6,1261,9,206,222,76,31,6,156,75,14,0,0,9060,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2008-12-01,4,2,1,48,11,10,4,1,0,5,5,0,0,0,0,499,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2008-12-01,256,23,200,21,3436,165,99,35,22,304,161,47,0,0,0,0,18261,0,0,0,0,0,0,0,Unemployment from Construction
2008-12-01,274,9,181,8,148,2736,127,62,16,285,165,12,0,0,0,0,0,14983,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2008-12-01,56,7,55,1,71,94,1215,17,2,121,57,7,0,0,0,0,0,0,6705,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2008-12-01,10,3,27,2,29,42,27,379,6,67,35,1,0,0,0,0,0,0,0,4464,0,0,0,0,Unemployment from Financial intermediation
2008-12-01,11,0,6,0,11,18,9,12,101,15,7,0,0,0,0,0,0,0,0,0,768,0,0,0,Unemployment from Real estate and housing services
2008-12-01,129,13,111,8,271,274,125,62,10,1946,179,11,0,0,0,0,0,0,0,0,0,12480,0,0,Unemployment from Business services
2008-12-01,100,2,59,2,141,128,64,41,6,208,1636,13,0,0,0,0,0,0,0,0,0,0,9815,0,Unemployment from Personal services
2008-12-01,12,1,1,2,14,9,5,0,0,12,9,170,0,0,0,0,0,0,0,0,0,0,0,840,Unemployment from Public administration
2008-12-01,1007,75,752,48,1124,1591,686,180,50,1082,945,92,474,16,155,8,318,311,112,48,7,224,196,25,Entry
2009-01-01,29186,2,52,5,73,60,24,38,6,59,30,5,4366,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2009-01-01,3,5109,19,1,20,8,5,20,0,20,7,0,0,693,0,0,0,0,0,0,0,0,0,0,Mining
2009-01-01,62,9,41359,2,112,72,45,89,2,78,43,4,0,0,3185,0,0,0,0,0,0,0,0,0,Manufacturing
2009-01-01,4,1,2,2992,9,4,1,10,0,18,7,0,0,0,0,205,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2009-01-01,65,31,121,13,46747,74,39,90,25,239,68,24,0,0,0,0,7566,0,0,0,0,0,0,0,Construction
2009-01-01,62,8,86,3,69,70079,73,129,107,134,117,30,0,0,0,0,0,5748,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2009-01-01,28,11,30,2,55,63,37983,108,4,95,42,8,0,0,0,0,0,0,2341,0,0,0,0,0,"Transport, communications and information services"
2009-01-01,34,16,74,3,71,116,60,13830,15,144,129,5,0,0,0,0,0,0,0,1137,0,0,0,0,Financial intermediation
2009-01-01,6,1,4,0,13,5,3,13,3449,8,11,0,0,0,0,0,0,0,0,0,223,0,0,0,Real estate and housing services
2009-01-01,49,13,70,13,188,136,145,154,6,49136,173,19,0,0,0,0,0,0,0,0,0,4738,0,0,Business services
2009-01-01,42,11,61,16,78,109,65,122,11,186,52538,44,0,0,0,0,0,0,0,0,0,0,4280,0,Personal services
2009-01-01,7,4,6,0,10,16,7,3,0,8,16,4228,0,0,0,0,0,0,0,0,0,0,0,445,Public administration
2009-01-01,2077,4,81,3,98,100,41,21,1,78,63,6,10448,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2009-01-01,15,399,10,1,37,6,11,11,0,25,4,2,0,2134,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2009-01-01,102,3,2254,8,156,145,60,31,8,146,70,10,0,0,9925,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2009-01-01,5,0,5,85,13,6,2,0,0,10,2,1,0,0,0,530,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2009-01-01,185,18,164,32,3398,150,98,44,19,287,146,37,0,0,0,0,20543,0,0,0,0,0,0,0,Unemployment from Construction
2009-01-01,162,4,121,3,143,3951,109,61,16,231,151,22,0,0,0,0,0,16237,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2009-01-01,47,9,43,5,71,90,1250,25,5,108,54,5,0,0,0,0,0,0,7242,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2009-01-01,15,9,15,5,30,57,29,1030,5,65,46,3,0,0,0,0,0,0,0,4491,0,0,0,0,Unemployment from Financial intermediation
2009-01-01,6,0,3,0,12,15,10,4,82,15,7,0,0,0,0,0,0,0,0,0,838,0,0,0,Unemployment from Real estate and housing services
2009-01-01,90,12,125,18,241,203,135,66,14,1986,177,21,0,0,0,0,0,0,0,0,0,13372,0,0,Unemployment from Business services
2009-01-01,71,8,66,9,121,110,74,35,9,201,1556,14,0,0,0,0,0,0,0,0,0,0,10552,0,Unemployment from Personal services
2009-01-01,11,0,1,2,24,7,3,1,0,10,9,151,0,0,0,0,0,0,0,0,0,0,0,919,Unemployment from Public administration
2009-01-01,802,61,592,35,786,1390,588,152,57,997,839,76,744,9,166,8,275,492,136,51,10,373,257,33,Entry
2009-02-01,28635,5,62,4,63,61,34,27,2,29,21,4,4182,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2009-02-01,2,5134,7,1,14,4,3,11,0,12,0,2,0,550,0,0,0,0,0,0,0,0,0,0,Mining
2009-02-01,46,10,42229,7,113,50,24,84,2,57,43,7,0,0,2680,0,0,0,0,0,0,0,0,0,Manufacturing
2009-02-01,2,1,3,3066,8,3,1,8,0,10,1,0,0,0,0,149,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2009-02-01,53,21,111,19,45706,45,75,78,8,135,48,15,0,0,0,0,6235,0,0,0,0,0,0,0,Construction
2009-02-01,55,7,58,3,56,71989,52,106,129,119,77,16,0,0,0,0,0,4292,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2009-02-01,22,7,16,6,58,46,38422,78,7,60,49,16,0,0,0,0,0,0,2061,0,0,0,0,0,"Transport, communications and information services"
2009-02-01,42,19,90,9,79,123,125,14346,8,126,108,7,0,0,0,0,0,0,0,1003,0,0,0,0,Financial intermediation
2009-02-01,0,1,2,1,26,5,2,7,3509,13,3,2,0,0,0,0,0,0,0,0,266,0,0,0,Real estate and housing services
2009-02-01,26,27,67,14,148,104,88,112,13,49745,90,8,0,0,0,0,0,0,0,0,0,3832,0,0,Business services
2009-02-01,31,11,55,5,74,97,64,94,17,157,52905,13,0,0,0,0,0,0,0,0,0,0,2764,0,Personal services
2009-02-01,2,0,4,2,14,26,5,6,0,8,10,4383,0,0,0,0,0,0,0,0,0,0,0,250,Public administration
2009-02-01,2737,2,136,6,164,172,45,13,13,94,48,13,12115,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2009-02-01,8,536,15,2,45,14,8,8,1,21,7,1,0,2170,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2009-02-01,158,7,1788,4,241,183,58,30,8,164,64,9,0,0,10561,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2009-02-01,6,0,3,73,14,6,9,2,0,7,6,2,0,0,0,615,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2009-02-01,214,23,239,20,4111,198,143,34,28,401,184,25,0,0,0,0,22762,0,0,0,0,0,0,0,Unemployment from Construction
2009-02-01,176,8,193,11,204,3230,138,56,9,304,162,22,0,0,0,0,0,17962,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2009-02-01,64,9,55,9,111,79,1305,26,3,133,71,7,0,0,0,0,0,0,7847,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2009-02-01,13,2,22,1,37,58,32,629,4,79,50,2,0,0,0,0,0,0,0,4750,0,0,0,0,Unemployment from Financial intermediation
2009-02-01,8,0,10,1,16,20,11,8,87,11,10,1,0,0,0,0,0,0,0,0,888,0,0,0,Unemployment from Real estate and housing services
2009-02-01,131,25,125,12,344,253,129,74,10,2015,186,14,0,0,0,0,0,0,0,0,0,15163,0,0,Unemployment from Business services
2009-02-01,91,4,69,5,148,124,71,44,11,232,1315,9,0,0,0,0,0,0,0,0,0,0,12964,0,Unemployment from Personal services
2009-02-01,8,0,3,0,25,9,4,3,0,12,8,121,0,0,0,0,0,0,0,0,0,0,0,1204,Unemployment from Public administration
2009-02-01,716,51,629,49,745,1517,644,185,83,1031,951,132,421,10,133,7,212,290,108,38,4,244,187,22,Entry
2009-03-01,28735,3,72,3,57,92,10,42,3,32,52,7,4134,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2009-03-01,1,5156,4,1,16,3,5,20,0,11,4,0,0,686,0,0,0,0,0,0,0,0,0,0,Mining
2009-03-01,44,5,42539,3,74,239,29,81,9,142,60,7,0,0,2749,0,0,0,0,0,0,0,0,0,Manufacturing
2009-03-01,2,0,5,3068,21,2,3,21,1,4,10,1,0,0,0,188,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2009-03-01,40,16,87,30,46008,53,46,117,18,133,87,13,0,0,0,0,5901,0,0,0,0,0,0,0,Construction
2009-03-01,36,7,202,7,49,72573,50,177,69,89,132,16,0,0,0,0,0,4997,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2009-03-01,15,4,27,5,63,75,38773,105,1,70,56,6,0,0,0,0,0,0,2277,0,0,0,0,0,"Transport, communications and information services"
2009-03-01,31,13,81,9,66,121,90,14424,9,120,113,6,0,0,0,0,0,0,0,984,0,0,0,0,Financial intermediation
2009-03-01,3,0,4,0,9,5,3,10,3666,5,14,0,0,0,0,0,0,0,0,0,232,0,0,0,Real estate and housing services
2009-03-01,33,8,91,10,165,166,79,139,13,50018,152,17,0,0,0,0,0,0,0,0,0,4068,0,0,Business services
2009-03-01,36,2,116,5,55,201,62,131,10,151,51536,53,0,0,0,0,0,0,0,0,0,0,4045,0,Personal services
2009-03-01,4,1,8,0,16,15,7,5,0,12,27,4264,0,0,0,0,0,0,0,0,0,0,0,470,Public administration
2009-03-01,2424,0,150,6,151,200,56,27,4,100,76,14,13509,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2009-03-01,3,357,7,3,46,24,11,6,0,22,8,2,0,2241,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2009-03-01,114,4,1582,4,240,212,58,23,10,169,110,10,0,0,10837,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2009-03-01,5,0,4,93,19,4,7,3,0,13,7,0,0,0,0,616,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2009-03-01,152,25,259,16,3869,186,111,40,19,347,180,29,0,0,0,0,23972,0,0,0,0,0,0,0,Unemployment from Construction
2009-03-01,118,4,182,7,148,2922,96,53,9,264,214,19,0,0,0,0,0,18507,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2009-03-01,54,5,49,3,86,120,1272,35,7,119,107,7,0,0,0,0,0,0,8152,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2009-03-01,15,4,21,3,33,44,37,582,5,81,66,8,0,0,0,0,0,0,0,4892,0,0,0,0,Unemployment from Financial intermediation
2009-03-01,5,0,2,2,18,18,10,3,84,17,16,2,0,0,0,0,0,0,0,0,981,0,0,0,Unemployment from Real estate and housing services
2009-03-01,81,21,152,5,340,241,149,102,18,1937,271,17,0,0,0,0,0,0,0,0,0,15903,0,0,Unemployment from Business services
2009-03-01,77,4,91,11,155,161,52,42,8,198,2872,30,0,0,0,0,0,0,0,0,0,0,12214,0,Unemployment from Personal services
2009-03-01,14,0,5,0,18,8,7,4,0,12,33,182,0,0,0,0,0,0,0,0,0,0,0,1193,Unemployment from Public administration
2009-03-01,632,69,633,43,802,1333,579,196,64,938,688,66,359,7,153,7,241,300,117,32,8,266,188,26,Entry
2009-04-01,26341,2,89,1,55,69,17,42,4,37,47,10,5954,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2009-04-01,1,5111,6,1,11,7,5,15,1,10,6,1,0,531,0,0,0,0,0,0,0,0,0,0,Mining
2009-04-01,31,7,42673,4,85,74,27,103,1,71,109,5,0,0,3176,0,0,0,0,0,0,0,0,0,Manufacturing
2009-04-01,1,1,2,3145,12,4,3,3,0,9,5,0,0,0,0,152,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2009-04-01,32,21,97,20,45493,54,35,120,8,148,64,21,0,0,0,0,6388,0,0,0,0,0,0,0,Construction
2009-04-01,34,4,92,3,47,73364,49,163,14,103,84,21,0,0,0,0,0,5027,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2009-04-01,16,5,24,5,40,56,38753,104,3,62,43,4,0,0,0,0,0,0,2473,0,0,0,0,0,"Transport, communications and information services"
2009-04-01,40,18,73,9,101,171,87,14596,8,140,134,6,0,0,0,0,0,0,0,1003,0,0,0,0,Financial intermediation
2009-04-01,1,1,1,0,6,12,7,13,3771,14,8,0,0,0,0,0,0,0,0,0,191,0,0,0,Real estate and housing services
2009-04-01,49,15,87,11,135,130,71,176,6,50040,146,7,0,0,0,0,0,0,0,0,0,4117,0,0,Business services
2009-04-01,36,3,66,6,81,107,53,134,8,126,53366,31,0,0,0,0,0,0,0,0,0,0,2850,0,Personal services
2009-04-01,7,0,6,1,13,13,8,9,0,11,20,4408,0,0,0,0,0,0,0,0,0,0,0,276,Public administration
2009-04-01,1554,2,156,4,192,152,31,22,3,94,70,32,15689,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2009-04-01,2,545,13,0,33,20,10,4,0,20,10,5,0,2272,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2009-04-01,95,6,1410,5,214,217,71,38,12,144,100,16,0,0,11410,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2009-04-01,0,0,2,108,16,6,2,2,0,10,4,3,0,0,0,658,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2009-04-01,104,31,213,25,3758,210,112,34,26,360,208,37,0,0,0,0,24993,0,0,0,0,0,0,0,Unemployment from Construction
2009-04-01,94,6,191,4,164,2804,110,73,20,285,184,35,0,0,0,0,0,19833,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2009-04-01,38,10,43,6,87,104,1185,39,11,126,80,13,0,0,0,0,0,0,8801,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2009-04-01,7,4,23,2,33,63,28,492,8,69,65,6,0,0,0,0,0,0,0,5108,0,0,0,0,Unemployment from Financial intermediation
2009-04-01,7,0,7,1,21,14,9,4,103,16,9,1,0,0,0,0,0,0,0,0,1029,0,0,0,Unemployment from Real estate and housing services
2009-04-01,66,16,153,13,343,279,133,66,13,1886,263,23,0,0,0,0,0,0,0,0,0,16980,0,0,Unemployment from Business services
2009-04-01,42,3,66,9,163,152,52,54,9,217,1834,39,0,0,0,0,0,0,0,0,0,0,13804,0,Unemployment from Personal services
2009-04-01,5,0,7,0,12,13,3,2,2,23,23,240,0,0,0,0,0,0,0,0,0,0,0,1359,Unemployment from Public administration
2009-04-01,458,61,750,43,702,1532,542,159,74,917,2246,138,324,3,136,6,219,258,84,52,6,227,178,22,Entry
2009-05-01,23415,5,36,1,58,67,20,28,0,25,30,8,5361,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2009-05-01,0,5337,3,2,11,4,4,16,0,11,5,1,0,477,0,0,0,0,0,0,0,0,0,0,Mining
2009-05-01,23,4,42899,4,97,80,18,89,2,73,43,10,0,0,2892,0,0,0,0,0,0,0,0,0,Manufacturing
2009-05-01,0,0,1,3202,7,4,2,5,0,4,3,0,0,0,0,195,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2009-05-01,19,11,63,6,45326,55,39,98,14,135,59,21,0,0,0,0,5954,0,0,0,0,0,0,0,Construction
2009-05-01,19,5,67,6,58,74374,88,141,9,96,84,25,0,0,0,0,0,4638,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2009-05-01,14,1,20,2,41,37,38952,75,0,82,32,8,0,0,0,0,0,0,2129,0,0,0,0,0,"Transport, communications and information services"
2009-05-01,29,17,103,3,90,175,101,14607,8,180,134,6,0,0,0,0,0,0,0,1012,0,0,0,0,Financial intermediation
2009-05-01,0,0,2,2,10,9,9,15,3792,13,7,0,0,0,0,0,0,0,0,0,245,0,0,0,Real estate and housing services
2009-05-01,22,11,87,11,168,116,76,127,20,50244,180,17,0,0,0,0,0,0,0,0,0,3844,0,0,Business services
2009-05-01,29,4,57,5,65,98,46,148,14,208,55924,23,0,0,0,0,0,0,0,0,0,0,2493,0,Personal services
2009-05-01,3,1,6,1,22,22,8,3,1,11,13,4799,0,0,0,0,0,0,0,0,0,0,0,211,Public administration
2009-05-01,1806,10,126,6,206,181,43,15,0,86,59,37,19391,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2009-05-01,5,383,13,2,41,12,13,3,1,24,13,4,0,2291,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2009-05-01,67,4,1349,8,209,170,59,39,2,158,70,16,0,0,12570,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2009-05-01,0,0,6,67,15,8,5,2,0,9,5,0,0,0,0,699,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2009-05-01,96,29,191,34,3892,180,118,27,21,379,182,45,0,0,0,0,26404,0,0,0,0,0,0,0,Unemployment from Construction
2009-05-01,77,3,171,6,159,2369,111,69,16,248,186,35,0,0,0,0,0,21667,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2009-05-01,36,4,47,4,108,118,1110,39,3,110,64,9,0,0,0,0,0,0,9705,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2009-05-01,17,4,22,1,54,60,27,429,6,65,66,2,0,0,0,0,0,0,0,5410,0,0,0,0,Unemployment from Financial intermediation
2009-05-01,0,0,3,1,15,15,6,7,72,15,10,2,0,0,0,0,0,0,0,0,1079,0,0,0,Unemployment from Real estate and housing services
2009-05-01,64,20,129,10,338,249,116,78,18,1823,210,25,0,0,0,0,0,0,0,0,0,18241,0,0,Unemployment from Business services
2009-05-01,28,7,58,2,167,133,62,42,12,194,1429,29,0,0,0,0,0,0,0,0,0,0,14666,0,Unemployment from Personal services
2009-05-01,3,0,9,0,14,7,4,6,1,12,13,110,0,0,0,0,0,0,0,0,0,0,0,1478,Unemployment from Public administration
2009-05-01,329,66,641,29,658,1408,532,180,62,884,1264,145,146,4,101,2,185,259,46,37,4,160,145,19,Entry
2009-06-01,22941,5,50,2,37,33,11,36,0,20,19,6,2926,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2009-06-01,2,5474,2,0,10,9,3,23,0,4,3,3,0,391,0,0,0,0,0,0,0,0,0,0,Mining
2009-06-01,35,4,42864,2,110,69,25,122,3,47,38,3,0,0,2768,0,0,0,0,0,0,0,0,0,Manufacturing
2009-06-01,1,1,4,3252,5,2,1,12,0,16,5,1,0,0,0,115,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2009-06-01,28,10,85,9,45033,42,38,106,16,143,55,23,0,0,0,0,6214,0,0,0,0,0,0,0,Construction
2009-06-01,36,6,67,2,50,74874,51,174,11,122,80,17,0,0,0,0,0,4442,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2009-06-01,13,2,17,3,43,33,39042,111,1,70,30,4,0,0,0,0,0,0,2186,0,0,0,0,0,"Transport, communications and information services"
2009-06-01,22,12,88,6,82,147,76,14656,10,108,141,7,0,0,0,0,0,0,0,930,0,0,0,0,Financial intermediation
2009-06-01,1,0,3,0,8,7,0,8,3829,17,9,1,0,0,0,0,0,0,0,0,190,0,0,0,Real estate and housing services
2009-06-01,20,18,67,2,130,113,81,174,5,50463,106,13,0,0,0,0,0,0,0,0,0,3876,0,0,Business services
2009-06-01,26,6,41,7,75,84,41,211,3,160,56913,24,0,0,0,0,0,0,0,0,0,0,2482,0,Personal services
2009-06-01,3,0,8,0,10,21,6,10,0,14,23,5024,0,0,0,0,0,0,0,0,0,0,0,255,Public administration
2009-06-01,2669,12,176,13,211,161,38,19,5,88,78,40,21385,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2009-06-01,8,317,10,3,32,14,16,8,1,21,8,3,0,2331,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2009-06-01,95,5,1225,2,250,192,78,31,7,135,94,22,0,0,13425,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2009-06-01,1,1,2,113,27,3,5,4,0,8,3,1,0,0,0,728,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2009-06-01,107,19,178,28,3858,202,106,40,14,331,141,74,0,0,0,0,27438,0,0,0,0,0,0,0,Unemployment from Construction
2009-06-01,106,5,157,4,179,2435,95,69,11,247,168,25,0,0,0,0,0,23059,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2009-06-01,31,6,41,6,106,99,1117,27,10,118,69,10,0,0,0,0,0,0,10238,0,0,0,0,0,"Unemployment from Transport, communications and information services"
