Wage_Date,MIP_sector_id,MIP_sector_name,Avg_Taxable_Income
2024-09-01,4,"Electricity, gas, water and waste management",1629032.22
2024-09-01,5,Construction,1258626.93
2024-09-01,6,"Wholesale and retail trade, accommodation and food services",1209702.92
2024-09-01,7,"Transport, communications and information services",1433539.6
2024-09-01,8,Financial intermediation,2062752.48
2024-09-01,9,Real estate and housing services,1433534.01
2024-09-01,10,Business services,1309184.47
2024-09-01,11,Personal services,1294079.87
2024-09-01,12,Public administration,1008592.13
2024-10-01,1,"Agriculture, forestry and fishing",1069424.58
2024-10-01,2,Mining,2444881.82
2024-10-01,3,Manufacturing,1348990.55
2024-10-01,4,"Electricity, gas, water and waste management",1556016.1
2024-10-01,5,Construction,1225291.04
2024-10-01,6,"Wholesale and retail trade, accommodation and food services",1169655.54
2024-10-01,7,"Transport, communications and information services",1396199.42
2024-10-01,8,Financial intermediation,1980015.49
2024-10-01,9,Real estate and housing services,1372986.53
2024-10-01,10,Business services,1271851.81
2024-10-01,11,Personal services,1246883.15
2024-10-01,12,Public administration,1001787.95
2024-11-01,1,"Agriculture, forestry and fishing",1085187.59
2024-11-01,2,Mining,2501427.96
2024-11-01,3,Manufacturing,1366680.83
2024-11-01,4,"Electricity, gas, water and waste management",1574057.01
2024-11-01,5,Construction,1246830.75
2024-11-01,6,"Wholesale and retail trade, accommodation and food services",1183975.18
2024-11-01,7,"Transport, communications and information services",1403705.27
2024-11-01,8,Financial intermediation,1999676.08
2024-11-01,9,Real estate and housing services,1381955.27
2024-11-01,10,Business services,1291894.21
2024-11-01,11,Personal services,1255834.8
2024-11-01,12,Public administration,999312.9
2024-12-01,1,"Agriculture, forestry and fishing",1239823.55
2024-12-01,2,Mining,3244361.18
2024-12-01,3,Manufacturing,1624362.19
2024-12-01,4,"Electricity, gas, water and waste management",1948465.15
2024-12-01,5,Construction,1353386.06
2024-12-01,6,"Wholesale and retail trade, accommodation and food services",1362237.86
2024-12-01,7,"Transport, communications and information services",1629475.07
2024-12-01,8,Financial intermediation,2510537.82
2024-12-01,9,Real estate and housing services,1661371.73
2024-12-01,10,Business services,1450230.12
2024-12-01,11,Personal services,1412938.0
2024-12-01,12,Public administration,1046965.55
2025-01-01,1,"Agriculture, forestry and fishing",1163643.94
2025-01-01,2,Mining,3335469.83
2025-01-01,3,Manufacturing,1569548.63
2025-01-01,4,"Electricity, gas, water and waste management",1860009.79
2025-01-01,5,Construction,1326181.58
2025-01-01,6,"Wholesale and retail trade, accommodation and food services",1318257.07
2025-01-01,7,"Transport, communications and information services",1564435.84
2025-01-01,8,Financial intermediation,2430803.55
2025-01-01,9,Real estate and housing services,1611641.58
2025-01-01,10,Business services,1427446.66
2025-01-01,11,Personal services,1375743.62
2025-01-01,12,Public administration,1089571.7
2025-02-01,1,"Agriculture, forestry and fishing",1163902.85
2025-02-01,2,Mining,3075206.47
2025-02-01,3,Manufacturing,1522543.61
2025-02-01,4,"Electricity, gas, water and waste management",1874843.79
2025-02-01,5,Construction,1321224.9
2025-02-01,6,"Wholesale and retail trade, accommodation and food services",1301564.08
2025-02-01,7,"Transport, communications and information services",1566653.98
2025-02-01,8,Financial intermediation,2478672.07
2025-02-01,9,Real estate and housing services,1638425.98
2025-02-01,10,Business services,1424295.86
2025-02-01,11,Personal services,1342896.99
2025-02-01,12,Public administration,1068882.18
2025-03-01,1,"Agriculture, forestry and fishing",1178132.43
2025-03-01,2,Mining,3238348.11
2025-03-01,3,Manufacturing,1531221.97
2025-03-01,4,"Electricity, gas, water and waste management",1862434.27
2025-03-01,5,Construction,1327252.04
2025-03-01,6,"Wholesale and retail trade, accommodation and food services",1315884.11
2025-03-01,7,"Transport, communications and information services",1591379.13
2025-03-01,8,Financial intermediation,2496678.34
2025-03-01,9,Real estate and housing services,1643042.02
2025-03-01,10,Business services,1431942.24
2025-03-01,11,Personal services,1392366.02
2025-03-01,12,Public administration,1099942.41
